Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Shyam Biswas,IIT Guwahati,Inorganic Chemistry,12577,https://scholar.google.com/citations?hl=en&user=I7U6Ox4AAAAJ,46.0,129.0
"Siddhartha  Sankar Ghosh,  Ghosh SS, SS Ghosh","Professor, Depart of Biosciences and Bioengineering, Indian Institute of Technology …","Gene Therapy, Cancer Biology, Nanobiology",12500,https://scholar.google.com/citations?hl=en&user=zJOfvfUAAAAJ,57.0,168.0
"Parameswar Krishnan Iyer; PK Iyer; Parameswar K Iyer; P Iyer; Iyer PK, Iyer Parameswar Krishnan, PKI","Department of Chemistry, Indian Institute of Technology Guwahati","Polymer, Material, Photovoltaic, Sensor, Spectroscopy",12337,https://scholar.google.com/citations?hl=en&user=Y2aowXAAAAAJ,58.0,222.0
Tharmalingam Punniyamurthy,"Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati 781039",Organic synthesis,12038,https://scholar.google.com/citations?hl=en&user=alLhL0AAAAAJ,56.0,157.0
"Subhash C. Mishra, FNAE, FASME, FIE(I)","Professor, Department of Mechanical Engineering, IIT Guwahati","Heat Transfer - Radiation, Participating Medium, Porous Media Combustion, Heat Transfer through Insulation Systems, Atmospheric Radiation",11884,https://scholar.google.com/citations?hl=en&user=AhpalIwAAAAJ,52.0,226.0
Arun Chattopadhyay,"Department of Chemistry, Indian Institute of Technology Guwahati","Nanoscale Science, Assembly of Molecules",11382,https://scholar.google.com/citations?hl=en&user=Ym02t0UAAAAJ,53.0,161.0
Prof.  PK Giri,Indian institute of technology Guwahati,"Nanomaterials, Semiconductors, Graphene, 2D Materials, Optoelectronics",10365,https://scholar.google.com/citations?hl=en&user=UYRlnoUAAAAJ,55.0,178.0
Vimal Katiyar,"Professor, IIT Guwahati",,10087,https://scholar.google.com/citations?hl=en&user=hiSED3QAAAAJ,57.0,194.0
Bhisma K Patel,"Professor of Chemistry, Indian Institute of Technology Guwahati","CH activation, Catalysis, Hypervalent iodine, Green Chemistry, Heterocyclic Chemistry",9830,https://scholar.google.com/citations?hl=en&user=bIaYaeQAAAAJ,55.0,184.0
Ujjwal K. Saha,"Professor of Mechanical Engineering, Indian Institute of Technology Guwahati","Propulsion, Turbomachinery, Applied Aerodynamics, Wind Energy, Internal Combustion Engines",9650,https://scholar.google.com/citations?hl=en&user=KmcDxokAAAAJ,48.0,127.0
Sukumar Nandi,Professor Indian Institute of Technology Guwahati,"Computer Networks, Information Security",9308,https://scholar.google.com/citations?hl=en&user=ChtruacAAAAJ,43.0,195.0
Gopal Das,IIT Guwahati,"Supramolecular Chemistry, Chemical Biology, Water treatment",9099,https://scholar.google.com/citations?hl=en&user=GHi25EUAAAAJ,49.0,215.0
Utpal Bora,"Professor, Indian Institute of Technology Guwahati","Bioengineering, Environment",8962,https://scholar.google.com/citations?hl=en&user=3WHn3QMAAAAJ,45.0,88.0
Pinakeswar Mahanta,"Professor of Mechanical Engineering, IIT Guwahati","Heat Transfer, Renewable energy, Fluidized bed",8952,https://scholar.google.com/citations?hl=en&user=t0viKX4AAAAJ,45.0,146.0
Prof. Chandan Das,"Department of Chemical Engineering, IIT Guwahati","Wastewater treatment, membrane separation, bioremediation, Catalytic membrane reactor",8801,https://scholar.google.com/citations?hl=en&user=HB_fCMoAAAAJ,44.0,227.0
Sarangthem Joychandra Singh,IIT-Guwahati,"CH functionalization, Multicomponent reactions",8660,https://scholar.google.com/citations?hl=en&user=-sXM55QAAAAJ,38.0,138.0
Prabir Barooah,"Professor, Electronics and Electrical Engineering, Indian Institute of Technology Guwahati","distributed control, renewable energy integration, smart grid, energy efficiency",8173,https://scholar.google.com/citations?hl=en&user=f4P0dYsAAAAJ,46.0,112.0
richa sharma,INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI,"membrane reactors, heterogeneous catalysis, gas separation, dense membranes",7999,https://scholar.google.com/citations?hl=en&user=npMjAGEAAAAJ,39.0,126.0
Jeevanantham Sathasivam,"Doctoral Research Fellow, Indian Institute of Technology Guwahati, Assam, India.","Wastewater Treatment, Emerging Contaminants, Biochar, Adsorption, Advanced Oxidation Processes",7922,https://scholar.google.com/citations?hl=en&user=zfhbiGQAAAAJ,33.0,42.0
Tamal Banerjee,"Professor of Chemical Engineering ,IIT Guwahati","Deep Eutectic Solvents, Hydrogels, Thermal Fluids, COSMO-RS, Reactive Force Field Simulations",7852,https://scholar.google.com/citations?hl=en&user=iSwkMbMAAAAJ,49.0,141.0
Dr. Lalit M Pandey,IIT Guwahati,"Bio-interfaces and Biomaterials, Protein's adsorption and aggregation, Environmental Biotechnology",7726,https://scholar.google.com/citations?hl=en&user=Y4qB9qUAAAAJ,49.0,133.0
Lingaraj Sahoo,"Professor of Biotechnology, Indian Institute of Technology Guwahati","Plant Functional Genomics, Crop Improvement",7710,https://scholar.google.com/citations?hl=en&user=elIBAo0AAAAJ,49.0,130.0
Ramagopal Uppaluri,IIT Guwahati,Chemical Engineering,7559,https://scholar.google.com/citations?hl=en&user=e64mz7sAAAAJ,48.0,136.0
Dr. Selvaraju Narayanasamy,"Associate Professor, Department of Biosciences & Bioengineering, IIT Guwahati","Biosorption, Bioremediation, Biological Wastewater Treatment, Air Pollution, Microfluidics",7179,https://scholar.google.com/citations?hl=en&user=cICz1ukAAAAJ,47.0,109.0
Dr. Dipesh kumar,"School of Energy Science and Engineering, Indian Institute of Technology Guwahati","Biomass and Bioenergy, Biomass Conversion, Environment and Development, Sustainability",7167,https://scholar.google.com/citations?hl=en&user=XBXWLQUAAAAJ,30.0,182.0
Rajiv Tiwari,"Department of Mechanical Engineering, Indian Institute of Technology Guwahati","Rotor dynamics, Active magnetic bearings, Automation in condition monitoring, Design of rolling element bearings for …",7023,https://scholar.google.com/citations?hl=en&user=6brtIN0AAAAJ,45.0,118.0
Pranab Goswami,Indian Institute of Technology Guwahati,"Biosensors, biocatalysis, enzyme, biofuel cell",6831,https://scholar.google.com/citations?hl=en&user=YV5TfOkAAAAJ,46.0,93.0
Bishnupada Mandal,"Professor, Department of Chemical Engineering, Indian Institute of Technology Guwahati","Mass transfer, Gas separation: membranes, Absorption, Adsorption, Fuel Cell",6694,https://scholar.google.com/citations?hl=en&user=2zTissgAAAAJ,46.0,104.0
Sachin Kumar,Indian Institute of Technology Guwahati,Virology and vaccine development,6654,https://scholar.google.com/citations?hl=en&user=Vxli3mMAAAAJ,39.0,139.0
Subhankar Ghosh,Indian Institute of Technology,"Computer Vision, Machine Learning, Artificial Intelligence",6644,https://scholar.google.com/citations?hl=en&user=eMvnl_4AAAAJ,37.0,161.0
Praveen Kumar,"Professor of Electronics and Electrical Engineering, IIT Guwahati","Electrical machinery, Electric Vehicles, Intelligent Transportation, Grid 2 Vehicle, Smart Grid",6554,https://scholar.google.com/citations?hl=en&user=fc3JOMkAAAAJ,35.0,99.0
Niranjan Sahoo,"Professor in Mechanical Engineering, IIT Guwahati","Aerodynamics, Gas Dynamics, IC Engines",6511,https://scholar.google.com/citations?hl=en&user=u1AGvJsAAAAJ,38.0,150.0
Santosha K  Dwivedy,INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI,"vibration, robotics, biomechanics",6393,https://scholar.google.com/citations?hl=en&user=LNTnKtQAAAAJ,36.0,110.0
uday narayan maiti,Associate Professor IIT Guwahati,"2-dimensional materials, graphene, MoS2, WS2, Inorganic nanostructures",6084,https://scholar.google.com/citations?hl=en&user=9OrWTlcAAAAJ,36.0,68.0
Arup Kumar Sarma,"Professor of Civil Engineering, Indian Institute of Technology Guwahati","Modelling and Simulation in Free Surface …, Heuristic Method in Optimization, Watershed Management",5870,https://scholar.google.com/citations?hl=en&user=_dUoFfkAAAAJ,30.0,159.0
debasish borah,"Associate Professor, Department of Physics, Indian Institute of Technology Guwahati",High Energy Physics,5537,https://scholar.google.com/citations?hl=en&user=wkFh0SEAAAAJ,42.0,135.0
Sreedeep Sekharan,Indian Institute of Technology Guwahati,Geotechnical and Geoenvironmental …,5529,https://scholar.google.com/citations?hl=en&user=EZZIFm4AAAAJ,39.0,126.0
Amarendra Kumar Das,"Professor, Department of Design, IIT Guwahati","Product Design, Rapid Prototyping and Tooling/ 3D Printing, Facility Design, Transportation Design, Appropriate Technology",5514,https://scholar.google.com/citations?hl=en&user=hDyxuSUAAAAJ,32.0,145.0
Bibhas Ranjan Majhi,Indian Institute of Technology Guwahati,General theory of Relativity and Black holes,5489,https://scholar.google.com/citations?hl=en&user=17BpQ8UAAAAJ,36.0,86.0
MK Bhuyan,"Professor (HAG), Department of EEE & Professor, Data Science & Artificial Intelligence, IIT …","Machine Learning and Deep Learning, Artificial Intelligence, Computer Vision, Image/Video Processing",5220,https://scholar.google.com/citations?hl=en&user=o4yGgBQAAAAJ,36.0,145.0
Kalyan Raidongia,Indian Institute of Technology Guwahati,,5205,https://scholar.google.com/citations?hl=en&user=JlmilbMAAAAJ,27.0,49.0
Samarendra Dandapat,"Professor, IIT Guwahati",Biomedical Signal and Image Processing,5194,https://scholar.google.com/citations?hl=en&user=73vpIHcAAAAJ,36.0,111.0
Subhaditya Bhattacharya,"Professor of Physics, IIT Guwahati",Particle Physics theory and phenomenology,4962,https://scholar.google.com/citations?hl=en&user=40k2OYMAAAAJ,42.0,89.0
Pranab Kumar Mondal,"Associate Professor, Mechanical Engineering Department, IIT Guwahati","Microfluidics, Phytofluidics",4757,https://scholar.google.com/citations?hl=en&user=5iCALrwAAAAJ,41.0,133.0
Dr. Sagar Bhattarai,"Solar Scientist, Indian Institute of Technology, Guwahati, Assam","Solar Cells, DFT, Renewable Energy, Perovskite, Condensed Matter Physics",4618,https://scholar.google.com/citations?hl=en&user=1Y2FB0wAAAAJ,36.0,82.0
Seraj Ahmad,"Student of Biotechnology, IIT Guwahati","Protein Biochemistry, Biosensor",4617,https://scholar.google.com/citations?hl=en&user=eGmUyEkAAAAJ,27.0,49.0
Dr Animes Kumar Golder,Department of Chemical Engineering • Indian Institute of Technology Guwahati,"Photocatalysis and nanoparticles, Sensor development, Electro-and bio-remediation, AOPs, Physiochemical treatments",4532,https://scholar.google.com/citations?hl=en&user=6VCZydkAAAAJ,33.0,92.0
"Uttam Manna, Professor","Chemistry Department and Centre for Nanotechnology, Indian Institute of Technology …","Materials for Functional Liquid Wettability, Liquid/Liquid Separation, Patterned Interfaces",4474,https://scholar.google.com/citations?hl=en&user=BFibZp8AAAAJ,34.0,98.0
Pavitra Singh,"School of Energy Science and Engineering, Indian Institute of Technology Guwahati","Fluidized Bed Technology, CFD, Thermo-Fluids, Particle Physics, Energy Science & Engineering",4411,https://scholar.google.com/citations?hl=en&user=YV5F5EIAAAAJ,25.0,117.0
Soumitra Nandi,Indian Institute of Technology Guwahati,High energy physics,4356,https://scholar.google.com/citations?hl=en&user=wHjKirIAAAAJ,29.0,42.0
Rashidul Islam,"Research Associate, Indian Institute of Technology Guwahati","High Energy Physics, Particle Physics",4347,https://scholar.google.com/citations?hl=en&user=6bEjyzkAAAAJ,14.0,18.0
Somanath Majhi,Indian Institute of Technology Guwahati,Control Systems,4326,https://scholar.google.com/citations?hl=en&user=Vf7gzRcAAAAJ,32.0,70.0
Dr. Pankaj Tiwari,"Professor, IIT Guwahati, India","Pyrolysis, Biofuels, Enhanced Oil Recovery",4309,https://scholar.google.com/citations?hl=en&user=uxlZwMIAAAAJ,30.0,58.0
Nanda Kishore,"Professor, Department of Chemical Engineering, IIT Guwahati","Biofuels, Bubbles/Drops/Particles, CFD, DFT, Non-Newtonian Fluids",4280,https://scholar.google.com/citations?hl=en&user=ZPQ8h9sAAAAJ,28.0,75.0
Perumal Alagarsamy,"Department of Physics, IIT Guwahati",Novel materials for magnetism and Energy …,4238,https://scholar.google.com/citations?hl=en&user=WE7EvdoAAAAJ,36.0,105.0
Dipankar Srimani,Indian Institute of Technology Guwahati,"Organic, Organometallic chemistry & Catalysis",4221,https://scholar.google.com/citations?hl=en&user=egjGUTgAAAAJ,34.0,46.0
A. Paul,Professor of Chemistry Indian Institute of Technology Guwahati,nanomaterials,4156,https://scholar.google.com/citations?hl=en&user=u2LicBYAAAAJ,30.0,63.0
Srimanta Patra (PhD),"DST-INSPIRE Faculty, Indian Institute of Technology, Guwahati",Cancer Biology,4069,https://scholar.google.com/citations?hl=en&user=c3j5QWEAAAAJ,38.0,57.0
Shyamanta Moni Hazarika,"Professor, Mechanical Engineering and MF School of Data Sc. & AI, IIT Guwahati, INDIA","Robotic Neurorehabilitation, Artificial Intelligence, Knowledge Representation and Reasoning",3977,https://scholar.google.com/citations?hl=en&user=XqCt3Y8AAAAJ,26.0,52.0
Lalit Goswami,"Researcher, IIT Guwahati, India","Biochemical Engineering, Environmental Engineering, Biomaterial, Resource Recovery, Ceramic Membrane",3897,https://scholar.google.com/citations?hl=en&user=VB0gKZwAAAAJ,36.0,66.0
Pallab Ghosh,"Professor of Chemical Engineering, Indian Institute of Technology Guwahati","Colloid and Interface Science, Mass Transfer, Water Purification, Reaction Engineering",3788,https://scholar.google.com/citations?hl=en&user=1NhLM7sAAAAJ,35.0,73.0
Prof. Subrata Kumar Majumder,"Department of Chemical Engineering, Indian Institute of Technology Guwahati","Multiphase flow, Process intensifications, Fluidization, Mineral Beneficiation, Energy",3774,https://scholar.google.com/citations?hl=en&user=QneBWMAAAAAJ,30.0,65.0
Venkata Dasu Veeranki,IIT Guwahati,Bioprocess Engineering,3757,https://scholar.google.com/citations?hl=en&user=KDGM_ugAAAAJ,33.0,85.0
Dr. Chivukula V. Sastri,"Department of Chemistry, Indian Institute of Technology Guwahati",Bioinorganic & Biomimetic,3749,https://scholar.google.com/citations?hl=en&user=jLu1y6sAAAAJ,31.0,44.0
Dr. Pankaj Kalita,Indian Institute of Technology Guwahati,"CFB combustion and gasification, Biogas technology, Two-phase flow and heat transfer",3734,https://scholar.google.com/citations?hl=en&user=T8N8lbYAAAAJ,33.0,78.0
Amaresh Dalal,"Professor of Department of Mechanical Engineering, Indian Institute of Technology …","Computational Fluid Dynamics and Heat …, Natural and Mixed Convection Flows, Electrochemical Energy Conversion and …",3732,https://scholar.google.com/citations?hl=en&user=dhgUamwAAAAJ,34.0,76.0
Manas Das,"Professor, IIT Guwahati","Nanofinishing, Micromachining, Micromanufacturing, Additive manufacturing",3727,https://scholar.google.com/citations?hl=en&user=G_CdCAEAAAAJ,31.0,83.0
Rajaram Swaminathan,"Professor of Biosciences and Bioengineering, Indian Institute of Technology Guwahati","Proteins, Spectroscopy, Biochemistry",3675,https://scholar.google.com/citations?hl=en&user=grSJPrsAAAAJ,24.0,34.0
Javadi Monisha,Indian Institute of Technology Guwahati,cancer biology,3659,https://scholar.google.com/citations?hl=en&user=XDfpXJEAAAAJ,24.0,37.0
A Srinivasan,"Department of Physics, Indian Institute of Technology Guwahati","magnetic materials, glasses and glass-ceramics, nanomaterials, metallic alloys and thin films",3561,https://scholar.google.com/citations?hl=en&user=UjWU0YwAAAAJ,32.0,86.0
Hemant B Kaushik,Indian Institute of Technology Guwahati,"Structural Engineering, Earthquake Engineering",3534,https://scholar.google.com/citations?hl=en&user=9A0-RrMAAAAJ,28.0,50.0
Debasish Das,"Professor, IIT Guwahati","Bioprocess Development, Biochemical Engineering, Systems Biology",3506,https://scholar.google.com/citations?hl=en&user=90WhEswAAAAJ,30.0,69.0
Dipankar Bandopadhyay,"Professor, IIT Guwahati","Instability-Thin Film-Soft Matter, Microfluidics-Microrheology, Sensors-Biomedical Devices, Liquid Crystals",3502,https://scholar.google.com/citations?hl=en&user=or43e_kAAAAJ,33.0,101.0
Prateek,"Assistant Professor, School of Energy Science and Engineering, IIT Guwahati, India","Materials, Polymers, Dielectrics, Batteries, Energy storage/harvesting",3495,https://scholar.google.com/citations?hl=en&user=SW-QG1oAAAAJ,18.0,20.0
Sanjukta Patra,IIT Guwahati,"Enzyme and Microbial Technology, Diagnosis and therapeutics",3455,https://scholar.google.com/citations?hl=en&user=Gizuc5QAAAAJ,29.0,54.0
Dr. Sanjib Ganguly,"Associate Professor, Department of Electronics and Electrical Engineering (EEE), IIT …","Power system, Soft Computing, Power electronics applications to power …",3454,https://scholar.google.com/citations?hl=en&user=pZ3wQxUAAAAJ,32.0,69.0
Sandip Paul,"Professor, IIT Guwahati",Computational Chemistry and Biophysics,3442,https://scholar.google.com/citations?hl=en&user=JBj2ossAAAAJ,35.0,95.0
Konjengbam Darunkumar Singh,"Professor (HAG), Indian Institute of Technology Guwahati, FICE, FIE(India)","Fracture and Fatigue Mechanics, Steel Structures, Finite Element Method, Biomechanics, Seismic",3426,https://scholar.google.com/citations?hl=en&user=1TUkc20AAAAJ,29.0,85.0
Sudip Mitra,"Professor, School of Agro and Rural Technology, IIT Guwahati, Assam, India","Biofertilizer, biochar, greenhouse gas, soil quality, climate smart agriculture",3426,https://scholar.google.com/citations?hl=en&user=ByYRbmgAAAAJ,31.0,49.0
"Dr.AS Achalkumar, FRSC, FICS","Professor, Department of Chemistry, IIT Guwahati","Liquid crystals, SAMs, lipid bilayers, organic chemistry, organic electronics",3406,https://scholar.google.com/citations?hl=en&user=sxzyt94AAAAJ,34.0,81.0
Senthilmurugan Subbiah,Professor of chemical Engineering IIT Guwahati,"Modeling and Optimization of Novel …, Process Design and Operation of Membrane …, Waste and waste wat",3378,https://scholar.google.com/citations?hl=en&user=UvXKUnIAAAAJ,28.0,65.0
Srinivasan Natesan,"Professor of Mathematics, Indian Institute of Technology Guwahati","Numerical Schemes for Singular Perturbation …, Computational Finance, Big Data Analytics",3291,https://scholar.google.com/citations?hl=en&user=WPdTWisAAAAJ,32.0,80.0
Rakhesh Singh Kshetrimayum,"Professor, Dept. of EEE, IIT Guwahati, Fellow, IET (UK)","Passive Microwave Devices, Spatial Modulation, MIMO Antennas, Machine Learning, Deep Learning",3219,https://scholar.google.com/citations?hl=en&user=RecJ8mAAAAAJ,28.0,79.0
Anil K Saikia,"Department of Chemistry, Indian Institute of Technology Guwahati",Organic Chemistry,3176,https://scholar.google.com/citations?hl=en&user=R_2IFrQAAAAJ,31.0,86.0
Mohammad Qureshi,Indian Institute of Technology Guwahati,Materials Chemistry,3095,https://scholar.google.com/citations?hl=en&user=LA-T5PEAAAAJ,32.0,70.0
Sukhomay Pal,"Professor of Mechanical Engineering Department, IIT Guwahati",Manufacturing,3047,https://scholar.google.com/citations?hl=en&user=3u2qgMcAAAAJ,32.0,71.0
Subhash Thota,"Professor, Department of Physics, Indian Institute of Technology Guwahati","Magnetic Nanostructures, Laser Ablation, Interlayer coupling in multilayers, Magneto-transport properties, Optical properties",2974,https://scholar.google.com/citations?hl=en&user=vOjBt04AAAAJ,28.0,68.0
PS Robi,"Professor of Mechanical Engineering, Indian Institute of Technology Guwahati","materials, manufacturing, energy",2943,https://scholar.google.com/citations?hl=en&user=UV_TL4EAAAAJ,26.0,56.0
Saswati Chakraborty,Professor Indian Institute of Technology Guwahati,"Water treatment, wastewater treatment",2940,https://scholar.google.com/citations?hl=en&user=2JHltn8AAAAJ,28.0,55.0
DEBABRATA CHAKRABORTY,"Professor, Mechanical Engineering, Indian Institute of Technology Guwahati","FRP Composites, Computational Structural Mechanics, Fracture",2940,https://scholar.google.com/citations?hl=en&user=xrvZPdwAAAAJ,30.0,64.0
Neha Gupta,IIT guwahati,"bio-energy, biofuel, butanol production, solid waste",2939,https://scholar.google.com/citations?hl=en&user=XriQtEIAAAAJ,9.0,9.0
Payal Mazumder,Indian Institute of Technology Guwahati,"Environmental microbiology, Bioremediation, Antibiotic resistance, Solid waste management",2935,https://scholar.google.com/citations?hl=en&user=p7eNP38AAAAJ,25.0,33.0
Dr. Debabrata Sikdar,"Associate Professor, EEE Dept., IIT Guwahati;","Plasmonics & Metamaterials, Tunable Nanoplasmonic Metadevices, Metamaterials for MRI",2927,https://scholar.google.com/citations?hl=en&user=KeSASjMAAAAJ,29.0,65.0
Swarup Bag,Professor of IIT Guwahati,"Welding and Joining, Finite Element Model, Additive Manufacturing, Solidification",2891,https://scholar.google.com/citations?hl=en&user=xMEW5_0AAAAJ,30.0,77.0
Rishi Maiti,"Assistant Professor, Department of Physics, IIT Guwahati","2D materials, Integrated photonics, Strainoptronics, Quantum photonics, Optical interconnects",2885,https://scholar.google.com/citations?hl=en&user=yQQ2ll0AAAAJ,28.0,41.0
Amarendra Kumar Sarma,Indian Institute of Technology Guwahati,"Nonlinear Optics, Solitons, Quantum Optics",2882,https://scholar.google.com/citations?hl=en&user=9ZmF5ZEAAAAJ,29.0,65.0
Subashisa Dutta,"professor of civil engineering, IIT Guwahati",water resources engineering,2871,https://scholar.google.com/citations?hl=en&user=HSRALWQAAAAJ,30.0,75.0
Roy Paily,"Professor, Electronics and Electrical Engineering and Centre for Nanotechnology, IIT …","Devices, MEMS, VLSI",2853,https://scholar.google.com/citations?hl=en&user=N_LOld0AAAAJ,28.0,81.0
Sanasam Ranbir Singh,"Professor of Computer Science and Engineering, IIT Guwahati","Information retrieval, Machine Learning, Data Mining",2820,https://scholar.google.com/citations?hl=en&user=Es12tcUAAAAJ,17.0,48.0
Chitralekha Mahanta,"Professor, Electronics and Electrical Engineering Department, IITGuwahati",Control System,2819,https://scholar.google.com/citations?hl=en&user=hWt8cjgAAAAJ,25.0,50.0
Ranjith Thangavel,"Indian Institute of Technology, Guwahati","energy storage, materials chemistry, synthesis, batteries, capacitors",2786,https://scholar.google.com/citations?hl=en&user=GhrcS7UAAAAJ,31.0,44.0
Nageswara Rao Peela,"Department of Chemical Engineering, IIT Guwahati",,2757,https://scholar.google.com/citations?hl=en&user=jmA_4DYAAAAJ,28.0,57.0
Budhaditya Hazra,"Associate Professor, Dept. of Civil Engineering, Indian Institute of Technology, Guwahati …","System Identification, Structural Dynamics, Blind Source Separation",2730,https://scholar.google.com/citations?hl=en&user=dvG8eUsAAAAJ,28.0,61.0
Chandan Kumar,"Associate Professor, Electronics and Electrical Engineering, IIT Guwahati, India","Power electronics, power system",2706,https://scholar.google.com/citations?hl=en&user=peHeMCkAAAAJ,29.0,52.0
prabin bora,"Professor, Indian Institute of Technology Guwahati","Signal and Image Processing, Computer Vision, Communications",2693,https://scholar.google.com/citations?hl=en&user=uYXWJnsAAAAJ,26.0,78.0
K Ravi,"Assistant Professor, Department of Civil Engineering, Indian Institute of Technology (IIT) …","Geotechnical engineering, Geo-environmental engineering, Unsaturated soil mechanics, Geo-energy systems, Bio-geotechnology",2685,https://scholar.google.com/citations?hl=en&user=SADBPoUAAAAJ,32.0,60.0
Shrikrishna Nandkishor Joshi,"Professor of Mechanical Engineering, Indian Institute of Technology Guwahati, Guwahati …","Advanced Manufacturing Processes, Manufacturing Automation, CAD CAM, Precision Machining, Mechatroni",2683,https://scholar.google.com/citations?hl=en&user=bxIpOVgAAAAJ,25.0,45.0
Amit Kumar,"Associate Professor of Chemical Engineering, Indian Institute of Technology Guwahati","Molecular Simulation, Polymers, Nanocomposites, Microporous and Mesoporous Materials, Gas Adsorption and Separation",2650,https://scholar.google.com/citations?hl=en&user=n8p6naAAAAAJ,27.0,50.0
Ashish Anand,"Professor of Computer Science, IIT Guwahati, India","NLP, Clinical Data Mining, Computational Biology, Machine Learning",2643,https://scholar.google.com/citations?hl=en&user=W7nidBQAAAAJ,18.0,26.0
Kalyanasis Sahu,IIT Guwahati,Physical Chemistry,2635,https://scholar.google.com/citations?hl=en&user=6Zlte4oAAAAJ,30.0,63.0
Karuna Kalita,Indian Institute of Technology Guwahati,,2630,https://scholar.google.com/citations?hl=en&user=wZ86jz8AAAAJ,20.0,32.0
Vinayak N. Kulkarni,"Professor, Department of Mechanical Engineering, IIT Guwahati, India","Compressible flows, Aerodynamics, CFD simulation, Thermodynamics",2618,https://scholar.google.com/citations?hl=en&user=1aM_sDUAAAAJ,27.0,68.0
Dr. Akhilesh Kumar Maurya,"Professor, Department of Civil Engineering, Indian Institute of Technology Guwahati","traffic flow modeling, driver bahviour, transportation engineering",2603,https://scholar.google.com/citations?hl=en&user=v7giXRIAAAAJ,27.0,58.0
Arindam Dey,"Associate Professor, IIT Guwahati","Geotechnical Earthquake Engineering, Foundation Engineering, Geophysical Investigation, Soil",2589,https://scholar.google.com/citations?hl=en&user=pASnlrcAAAAJ,25.0,70.0
"Dr. Himanshu Singh, Ph.D.","IIT, Guwahati, India","Molecular Biophysics, Biological Chemistry, Structural Biology, Chemical Biology, Protein NMR",2545,https://scholar.google.com/citations?hl=en&user=C9q0p6IAAAAJ,20.0,75.0
"Dr. Saikat Bhaumik, MRSC","Assistant Professor, Department of Physics, Indian Institute of Technology (IIT) Guwahati …","Material Science, Perovskites, Photophysics, Optoelectronic devices, Sensors",2522,https://scholar.google.com/citations?hl=en&user=IF-dNC8AAAAJ,20.0,35.0
Dipankar Mandal,"Assistant Professor, School of Agro and Rural Technology, Indian Institute of Technology …","Digital Agriculture, Crop Monitoring, Remote Sensing, Agro-geoinformatics, Polarimetric SAR",2522,https://scholar.google.com/citations?hl=en&user=TxXJE0YAAAAJ,26.0,37.0
Dr. Krishna Pada Bhabak,"Indian Institute of Technology Guwahati, India","Small-molecule Antioxidants, Anti-cancer Compounds, Fluorogenic drug delivery, Sustained donors of Hydrogen sulfide",2463,https://scholar.google.com/citations?hl=en&user=07l2oOQAAAAJ,23.0,35.0
Sharad GOKHALE,"Civil Engineering Department, Indian Institute of Technology Guwahati","urban air quality, air pollution, traffic emission, source apportionment, human exposure",2450,https://scholar.google.com/citations?hl=en&user=uLja4h8AAAAJ,27.0,40.0
Subhas Chandra Pan,Indian Institute of Technology Guwahati,"Asymmetric Synthesis, Synthetic Methodology",2428,https://scholar.google.com/citations?hl=en&user=poffOnYAAAAJ,25.0,69.0
Parama Dey,Indian Institute of Technology Guwahati,"Cancer Biology, Nanobiotechnology, Drug delivery",2412,https://scholar.google.com/citations?hl=en&user=IOn3JywAAAAJ,21.0,26.0
Shaik Rafi Ahamed,Indian Institute of Technology Guwahati,VLSI and Signal Processing,2396,https://scholar.google.com/citations?hl=en&user=2cq-lysAAAAJ,26.0,60.0
Govinda Bol Shrestha,"Professor, Indian Institute of Technology, Guwahati, India",Electrical Engineering,2370,https://scholar.google.com/citations?hl=en&user=agV9_8UAAAAJ,24.0,40.0
G Krishnamoorthy,"Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati 781039, India","Fluorescence, Spectroscopy",2370,https://scholar.google.com/citations?hl=en&user=_VHba4MAAAAJ,31.0,66.0
Dr. LN Sharma,Indian Institute of Technology Guwahati,Biomedical Signal Processing,2360,https://scholar.google.com/citations?hl=en&user=6fVnNiAAAAAJ,25.0,52.0
Santabrata Das,"Department of Physics, Indian Institute of Technology Guwahati",Astrophysics,2347,https://scholar.google.com/citations?hl=en&user=szNfXZQAAAAJ,28.0,38.0
Indu Siva Ranjani Gandhi,"Assistant Professor, IIT Guwahati",Civil Engineering,2337,https://scholar.google.com/citations?hl=en&user=kSjs92wAAAAJ,17.0,19.0
Kanagaraj Subramani,IIT Guwahati,,2336,https://scholar.google.com/citations?hl=en&user=Cf-YQq4AAAAJ,24.0,48.0
Sanjib Das,"EEE Department, IIT Guwahati","3D Animation Compression, Pattern Recognition, Remote Lab",2265,https://scholar.google.com/citations?hl=en&user=a7xkQQ0AAAAJ,19.0,49.0
D Pamu,"Department of Physics, IIT Guwahati, Guwahati",Material Science,2246,https://scholar.google.com/citations?hl=en&user=By0YvCYAAAAJ,27.0,66.0
Raghvendra Gupta,Indian Institute of Technology Guwahati (IITG),"multiphase flow, Taylor flow",2244,https://scholar.google.com/citations?hl=en&user=IXlKmiAAAAAJ,22.0,32.0
Dr. Bhubaneswar Mandal,"Professor, Department of Chemistry,  Indian Institute of Technology Guwahati","Peptide Chemistry, Organic Synthesis, Alzheimer's and other amyloid diseases",2240,https://scholar.google.com/citations?hl=en&user=mggv9xgAAAAJ,23.0,55.0
